SPEED,TRACK_POSITION,ANGLE_TO_TRACK_AXIS,TRACK_EDGE_0,TRACK_EDGE_1,TRACK_EDGE_2,TRACK_EDGE_3,TRACK_EDGE_4,TRACK_EDGE_5,TRACK_EDGE_6,TRACK_EDGE_7,ACCELERATION,BRAKE,STEERING
189.174,-0.823588,0.077266,10.972,11.2717,11.931,13.0511,14.8296,17.6454,22.2467,30.1149,1,0,-0.4
189.367,-0.836075,0.0694841,11.0412,11.3277,11.9728,13.075,14.8262,17.5951,22.1049,29.7841,1,0,0.0
189.523,-0.847664,0.0639494,11.107,11.3845,12.0205,13.1113,14.8454,17.5841,22.0335,29.583,1,0,0.0
189.607,-0.858889,0.0641878,11.1747,11.4541,12.0941,13.1909,14.9342,17.6851,22.1491,29.7079,1,0,0.0
189.702,-0.869878,0.0683563,11.2436,11.5326,12.1853,13.2999,15.0698,17.8613,22.39,30.0483,1,0,0.0
189.872,-0.880211,0.0706862,11.3074,11.6023,12.2631,13.3898,15.177,17.9947,22.5626,30.2734,1,0,0.0
190.032,-0.88976,0.0693153,11.3638,11.6571,12.3172,13.4438,15.2304,18.0452,22.6014,30.274,1,0,0.0
190.211,-0.898598,0.0655249,11.4142,11.701,12.3547,13.4733,15.2476,18.0407,22.5527,30.1299,1,0,0.0
190.394,-0.906695,0.0598996,11.4591,11.7361,12.3793,13.4841,15.2381,17.9962,22.4418,29.8856,1,0,0.0
190.58,-0.91404,0.0531424,11.4992,11.764,12.3936,13.4808,15.209,17.9233,22.2882,29.5741,1,0,0.0
190.775,-0.920494,0.0455216,11.534,11.7848,12.3984,13.465,15.1629,17.8272,22.101,29.212,1,0,0.0
190.963,-0.926023,0.0374396,11.5636,11.7992,12.3955,13.44,15.105,17.7161,21.894,28.8231,1,0,0.0
191.159,-0.930506,0.0291374,11.5876,11.8073,12.3856,13.4069,15.0379,17.594,21.6744,28.4207,1,0,0.0
191.34,-0.933848,0.0204547,11.6053,11.8087,12.3686,13.3658,14.962,17.462,21.4442,28.0081,1,0,0.0
191.533,-0.935997,0.0118158,11.6167,11.8037,12.345,13.318,14.8793,17.3234,21.2085,27.594,1,0,0.0
191.724,-0.936846,0.00323898,11.6211,11.7918,12.3143,13.2628,14.7892,17.1775,20.9668,27.178,1,0,0.0
191.908,-0.936348,-0.00525492,11.6182,11.7726,12.2761,13.2002,14.6914,17.0245,20.7192,26.76,1,0,0.0
192.099,-0.934418,-0.0136649,11.6075,11.7455,12.2299,13.1296,14.5854,16.8637,20.4651,26.3417,1,0,0.0
192.285,-0.931037,-0.0222303,11.5888,11.7104,12.1759,13.051,14.4715,16.695,20.2045,25.9277,1,0,-0.4
192.475,-0.926167,-0.0307657,11.562,11.6673,12.1139,12.9641,14.3492,16.518,19.9365,25.5164,1,0,-0.4
192.664,-0.919805,-0.0392553,11.527,11.6161,12.0437,12.8688,14.2185,16.3324,19.6607,25.1072,1,0,-0.4
192.81,-0.912356,-0.045561,11.4851,11.5622,11.975,12.7804,14.1023,16.1731,19.4307,24.7916,1,0,-0.4
192.895,-0.904224,-0.0460798,11.4365,11.5122,11.9217,12.7221,14.0358,16.0938,19.3302,24.7213,1,0,-0.4
192.931,-0.895767,-0.0419399,11.3838,11.4667,11.8828,12.6902,14.0119,16.0824,19.3388,24.8727,1,0,-0.4
192.974,-0.88706,-0.0345809,11.3286,11.4246,11.8539,12.6761,14.0174,16.1171,19.4236,25.1992,1,0,0.0
192.958,-0.878309,-0.0254704,11.2732,11.3855,11.8313,12.6726,14.0398,16.1781,19.5707,25.6545,1,0,0.0
192.912,-0.869615,-0.0153148,11.2189,11.3492,11.8134,12.6765,14.0735,16.2567,19.7739,26.2241,1,0,0.0
192.877,-0.861019,-0.00520008,11.1662,11.3142,11.7965,12.6816,14.1083,16.3372,20.0103,26.8671,1,0,0.0
192.919,-0.852362,0.00151426,11.1142,11.2735,11.7673,12.6659,14.1103,16.3755,20.1888,27.4027,1,0,0.0
192.996,-0.843587,0.00417501,11.0616,11.225,11.7223,12.6235,14.071,16.3655,20.2788,27.7604,1,0,0.0
193.107,-0.834783,0.00345785,11.0088,11.1702,11.6636,12.5584,13.9962,16.3134,20.2888,27.949,1,0,0.0
193.247,-0.825949,-0.000191,10.9557,11.1099,11.5933,12.474,13.8972,16.2249,20.2276,27.9807,1,0,0.0
193.414,-0.817046,-0.00624722,10.9025,11.045,11.5134,12.3739,13.7844,16.1081,20.1089,27.8809,1,0,0.0
193.598,-0.807972,-0.0142161,10.8488,10.9764,11.4265,12.2637,13.6641,15.9734,19.9516,27.6888,1,0,0.0
193.791,-0.798529,-0.0237166,10.794,10.9043,11.3337,12.1525,13.5397,15.8272,19.7674,27.4296,1,0,0.0
193.991,-0.78857,-0.0342318,10.7372,10.8287,11.2361,12.043,13.4138,15.6742,19.5657,27.1242,1,0,0.0
194.185,-0.777835,-0.0453102,10.677,10.749,11.1404,11.9362,13.2893,15.5202,19.358,26.7993,1,0,0.0
194.376,-0.766131,-0.056441,10.6123,10.6657,11.0491,11.834,13.1698,15.372,19.1576,26.4844,1,0,0.0
194.563,-0.75336,-0.0640156,10.5414,10.5847,10.9625,11.7381,13.0589,15.2361,18.9765,26.2065,1,0,0.0
